ORF	WT1A	WT1B	WT2A	WT2B	HS1A	HS1B
NCU02464	225.2	210.3	354.6	321.7	293.5	373.5
NCU02465	0	0.4	0	0	0	0
NCU02466	37.6	35.1	35.7	32.3	99.8	46
NCU02467	11	11.4	13.7	17.2	12.4	10.4
NCU02468	98.2	105.6	99.8	87.2	73.3	69.3
NCU02470	24.9	21.9	31.2	41.1	54.2	41.1
NCU02472	234.8	246.1	226.2	224.5	204.1	190.3
NCU02473	41.3	48.3	45.6	32.7	35.8	34.8
NCU02474	140.6	161.9	148.6	99.7	118.5	160.1
NCU02475	179.3	171.9	179	178	307.9	180.3
NCU02476	0.5	0.9	0.4	1.2	2	0.7
NCU02477	20.2	19.9	26	20.9	27	24.9
NCU02478	42.4	40.4	26.6	34.8	24.7	44.6
NCU02479	141.7	131.1	76.3	56.7	106.4	36
NCU02480	412.4	397.5	298.2	236	326.4	115.3
NCU02481	41.4	37	58.1	57.6	48.1	36
NCU02482	51.3	49	64	67.8	65.7	46.7
NCU02483	0	0	0	0	0.8	0.9
NCU02485	0.7	0.7	0.1	0.4	0.8	0.5
NCU02486	0.4	0.4	0.2	0.2	1.2	0.4
NCU02487	0	0.1	0	0	0	0.2
NCU02488	1.4	1.4	1.3	0	0.9	0
NCU02490	60.5	50.1	58.9	61.6	40.1	57.6
NCU02491	29	36.2	55.3	54.6	89.7	34.8
NCU02492	38.8	32.5	40.8	39.5	57.5	25.7
NCU02493	215.8	218.4	217.9	229.9	149.9	162.5
NCU02494	6.3	6.2	8.6	9.4	12.7	14.3
NCU02495	10	13.2	12.1	13.8	12.9	10.9
NCU02496	22.1	19.4	16.3	19.9	20.3	23.5
NCU02497	7.2	7.5	8.1	5.6	8.7	12.2
NCU02498	17.1	16.1	13.6	12.6	16.3	16.8
NCU02499	13.9	18.6	11.2	12.4	9.8	15.6
NCU02500	1.6	0.9	2829.7	3271.8	1673	4498
NCU02501	0.6	0.7	0	0	0	0
NCU02502	21.5	19.7	20.5	27.6	50.5	90
NCU02503	0	0	0	0.3	0.3	0
NCU02504	30.2	32.7	32.5	34.3	62	40
NCU02505	414.1	405.9	464	392.1	1093.1	541.6
NCU02507	31.1	32.3	46.4	41.6	39	24.2
NCU02508	83.4	82.4	86.3	88.3	89.3	62
NCU02509	2514.3	2551.6	2382.9	1929.3	2094.3	1984
NCU02510	199.6	201.4	224.9	184.4	247.6	198.3
NCU02511	18.9	21.6	23.8	23.9	31.3	41.9
NCU02512	10.5	9.2	6.9	7	24.9	10.3
NCU02513	97.4	95	41.5	40.6	45.6	19.5
NCU02514	2016.4	2004.3	2095.5	1935.6	1671.4	2527.4
NCU02515	30.9	29.9	32.5	31.6	23.1	39.7
NCU02516	0	0.1	0.2	0	0.3	0
NCU02517	0	0	0	0	0	0
NCU02519	12.2	12.3	14.9	11.7	18.2	10.9
NCU02520	139.9	149.2	103.2	93.6	287.3	109.4
NCU02521	1.2	0.9	2.5	1.9	2.7	0.8
NCU02522	7.7	8.2	4.9	5.9	7.4	7.4
NCU02523	5.6	6.2	3.2	3.8	4.6	1.3
NCU02524	8.3	9.1	22.5	21.8	32	26.2
NCU02525	6.4	5.8	3.7	4.7	4.3	3.4
NCU02526	160.7	159.5	261.4	302.1	217	272.3
NCU02527	0	0.1	0.4	0	0.3	0
NCU02528	18.2	22.2	19.9	14.1	24.5	18.2
NCU02529	1.1	1.6	1	2.7	2.1	0
NCU02530	76.1	75	98	90	99.7	162.5
NCU02531	6.8	6.1	6.5	6.8	8.4	6.7
NCU02532	46.5	42.6	51.6	42.7	53.9	36.8
NCU02533	33	28.8	21.3	16.4	30.3	31
NCU02534	222.6	237.9	224.6	221.2	230.4	189.2
NCU02535	0	0.2	0.2	0.3	0	0.2
NCU02536	25.1	26.7	21.7	24.6	14.6	22.3
NCU02538	185.4	187.4	256.2	245.4	217	218.5
NCU02539	22.2	24.5	24.4	23	24.9	24.7
NCU02540	15.3	15.3	4	4.1	6	2.6
NCU02541	110.4	117.1	89.1	89.2	47.1	96.9
NCU02542	467.8	432.7	402	464.1	409.2	438
NCU02543	0.9	1.5	1.4	2.5	19.2	40.1
NCU02544	48.2	49.3	41.3	38.2	46.2	41.4
NCU02545	47.8	48.2	57.1	54.1	52.1	70.2
NCU02546	31.5	29.3	35.2	20.6	47.4	34.9
NCU02547	83.9	74.6	58.6	53	64.6	39.1
NCU02548	115.7	129.5	137.8	144.9	180.6	189.8
NCU02549	813	835.8	814.6	780.9	705.9	1040.6
NCU02550	16.3	15.1	14	14.3	16.3	10.7
NCU02552	17.8	19.4	30.4	35.4	26.7	39.6
NCU02553	18.8	15.9	13.1	14.7	25.7	15.1
NCU02554	9.3	9.7	9.1	8.4	17.9	9.6
NCU02555	47.5	41.9	62.8	65.3	42.3	57.5
NCU02556	19	17.1	19.9	17.5	22.2	16.6
NCU02558	16.6	17.6	21.4	19.1	29.4	21.3
NCU02559	12.6	15	9.7	12	16.8	12
NCU02560	27.1	28.4	18	12.6	25.2	14.3
NCU02561	65.2	59.3	40.6	49.7	30	65.9
NCU02562	0	0.1	0	0.2	0	0.2
NCU02563	48.3	57.7	67.5	77.7	109	89.1
NCU02564	20.7	17.4	12.8	11.4	10.2	13.5
NCU02565	20.3	17.1	13.9	15.9	11.4	13.8
NCU02566	194.4	192.7	178.1	157.9	502.1	234.4
NCU02567	8.9	8.4	7.2	6.6	16.7	13.5
NCU02568	0	0.6	1	1	0.4	0.8
NCU02570	20.4	19.3	19.5	15.7	20.8	18.1
NCU02571	444.2	434.3	590.7	555.9	342.8	678.9
NCU02572	29.7	28.7	24.3	22.5	24.8	26.1
NCU02573	113.8	108.9	120.8	128.2	120.5	96
NCU02574	0	0	0	0	0	0
NCU02575	0	0.2	0	0.4	0	0
NCU02576	31.5	36.1	33.7	30	26.3	27.6
NCU02577	16.8	20	17.3	23.5	24.1	21
NCU02578	31	31.8	33.9	31.3	41.1	32.1
NCU02579	16.5	17.5	2.6	3.1	7.9	1.7
NCU02580	157.2	159.4	191.3	161.9	198.3	119.6
NCU02582	13.1	12.2	11.3	9.1	12.6	14.1
NCU02583	6.8	6.1	4.9	4.5	5.8	3.4
NCU02584	0.5	0.7	0	0	0	0.3
NCU02585	25.4	30.5	22.3	20	22.4	20.3
NCU02586	34.9	38.5	41.5	50.2	48.6	51.2
NCU02587	10.7	11.7	15.6	15.8	14.8	15.2
NCU02588	90.3	93.8	110.9	116.1	83.5	112.4
NCU02589	10.8	10.7	10.9	13.3	21.3	16.2
NCU02590	9.9	11.6	18.8	20.6	22.9	20.5
NCU02591	29.6	31.4	26.1	25.6	21.2	32.6
NCU02592	12.2	12.1	27.9	23.3	24.1	18.6
NCU02593	0	0	0.3	0	0.3	0
NCU02594	0.3	0.1	0	0.1	0.2	0
NCU02595	296	299.1	158.3	160.7	157.5	139.4
NCU02596	23.5	26.2	1.1	4.8	2.4	2
NCU02597	10.5	11	14	14.1	16.5	15.3
NCU02598	15.1	24.2	24.9	10.7	18.8	26.3
NCU02599	472.6	470.7	230.7	231.1	224.1	207.8
NCU02600	0	0.2	0.3	0.2	0.1	0
NCU02601	8	6	7.6	4.2	8.2	7.7
NCU02602	302.2	259.7	273.3	299.8	295	297.8
NCU02603	36	40.8	49.8	57.7	32.8	21.7
NCU02604	10.5	11.2	11.6	9	13.4	16.2
NCU02605	129.4	124.9	184.4	161.7	184.7	141.4
NCU02606	51.8	49.2	55.2	62.9	80.3	65.3
NCU02607	0.7	0.3	0	0	0	0
NCU02608	4.3	5.3	6.4	5.5	4.5	1.9
NCU02609	21.2	22.7	15.5	15.4	24	17
NCU02610	250.7	266	465.4	491.4	454.8	402.4
NCU02611	12.4	10.4	11.8	9.1	14	9.2
NCU02612	0.4	0.2	0.4	0.1	0.2	0.4
NCU02613	5.1	5.1	36.4	35.1	31.1	30.8
NCU02614	28.8	23.4	36.4	33	24.7	33.7
NCU02615	34.7	37.3	41.2	52.4	48.2	36.1
NCU02616	25.1	27.6	30.1	33.9	30.6	34.8
NCU02617	16.8	18.8	15.9	17.6	20.8	19.5
NCU02618	52.7	55.5	69.5	73.2	72.8	82.2
NCU02619	13.2	14.5	18.6	15.2	17.6	18.3
NCU02620	19.5	18.8	33.9	38.2	32.1	29.9
NCU02621	56.2	46.6	61.6	68.7	66	79.6
NCU02622	0	0.6	0	0	0.5	0.5
NCU02623	496	481.7	937.2	1379	609.8	1570.5
NCU02624	249.4	250.2	530.9	668.1	256.6	658.6
NCU02625	4.1	3	3.7	4.5	3.1	3.7
NCU02626	17.3	16.4	33.5	35.2	40.2	39.4
NCU02627	53.5	43.5	145.8	191.7	98.6	340.5
NCU02628	0.3	0.3	0.1	0.2	0.2	0.4
NCU02629	625.4	623.7	595.1	547.5	819.2	548.8
NCU02630	13.6	14.6	13.5	15.5	9.8	21.4
NCU02631	12.3	13	15.3	16.1	17.8	9
NCU02632	43.1	42.5	28	24.1	23	17.2
NCU02633	12.5	13.4	19.7	16.3	16.5	14.2
NCU02634	113.9	102.6	116.5	107.1	114.3	97.3
NCU02635	82.6	74.9	58.2	67.1	35.8	58.6
NCU02636	20.4	26.5	44.5	53.4	49.1	36.9
NCU02637	48.5	52.8	68.5	70.4	92.8	56.7
NCU02638	0.8	0	0	0	0	0
NCU02639	1040.6	1049.7	1061.5	879.7	2586.6	1189.7
NCU02640	38.2	40.5	32.6	31.7	33.8	30
NCU02641	3.4	4	1.7	2.8	4.8	2.5
NCU02643	0	0	0.4	0	0.4	0.5
NCU02644	81.7	85	141.4	132.9	125.1	199.6
NCU02648	3.1	4.7	7.3	6	9.8	11.7
NCU02650	167	159.9	100.3	107.5	118.7	111.7
NCU02651	22.6	17.9	8	11.7	9.7	9.8
NCU02652	0.5	0.4	0.2	0.6	0.2	0
NCU02653	1.6	0.5	0.8	0.3	0.9	0.6
NCU02654	0.8	0.5	0.9	2	1.2	1.9
NCU02655	0	0.1	0	0	0.2	0.2
NCU02656	3.4	4.4	6.2	6.5	10.5	14
NCU02657	822.2	776.8	1150.5	938.9	948.2	1260.9
NCU02658	24.1	26.5	22.1	23.2	33.3	26.2
NCU02659	54.3	59.3	45.4	31.9	48.5	33.1
NCU02660	83.1	83.4	67.8	64.3	35	68.9
NCU02661	57.3	67	81.8	86.7	64.2	66.9
NCU02663	0	0.1	0	0	0.4	0.2
NCU02664	17.3	16.7	12.4	10.3	16.1	11.7
NCU02665	47.8	41.1	19.9	26.8	12.7	18.7
NCU02666	30.9	30.3	29.4	34.8	32.1	43
NCU02668	994.4	1038.8	676.4	1129.6	933.2	1272.6
NCU02669	74.6	70.5	45.6	45.7	42.8	36.8
NCU02670	3.8	3.7	4.2	4.4	5.2	2.8
NCU02671	183	190.7	173.9	424.1	167.9	227.5
NCU02672	0.7	0.3	1.2	0.6	0	0
NCU02673	0	0	0	0	0	0
NCU02674	6	5.2	4.9	4.9	8.7	7.6
NCU02675	8.2	8	14.6	9.1	8.9	16.3
NCU02676	8.4	8.7	9.2	8.3	8.7	6.2
NCU02677	179.1	173.1	249.8	204.2	705.1	237.1
NCU02678	5.2	4.9	6.9	5.5	3.7	2.8
NCU02679	2.4	2.1	1.5	1.9	1.2	0.9
NCU02680	43.8	46.1	41.3	41.7	47.1	36
NCU02681	72.7	77.8	80	77.1	38.1	74.4
NCU02682	0.4	0.6	0	0.3	0.8	0
NCU02683	6.7	6.3	5.9	6.3	9.2	8.9
NCU02684	124.1	125.9	128.7	134.7	119.4	117.3
NCU02685	30.3	28	28.5	23.6	30.2	26
NCU02686	1.6	1.5	1	0.9	1.4	1.5
NCU02687	26.2	19.3	22.6	21.3	19.8	18.4
NCU02688	36	37	32.4	31.3	46.5	26.5
NCU02689	19.6	19.4	27.4	26.8	30.9	26.1
NCU02690	18.1	17.9	6.5	8.8	3.7	8.8
NCU02691	2.6	1.4	0.4	1.1	0.8	0.5
NCU02692	4.7	5.8	4.2	3.4	5.9	2.8
NCU02693	99.8	91.9	114.1	109.9	96.2	119.6
NCU02694	1.6	2.6	1.9	1.4	2.2	1
NCU02695	199.3	188.3	212.7	203.6	190.6	182.8
NCU02696	14	14.3	9.4	9.7	18	19.7
NCU02697	13	9.5	20	14.9	15.3	9.7
NCU02698	0.8	0.3	0	0	0	0
NCU02699	12.2	13.8	17.4	14.7	24.8	22.6
NCU02700	4.4	4.4	2.7	2.8	2	4
NCU02701	87.3	91	123.4	119.5	201.1	132.9
NCU02702	27.5	23.7	35.4	29.1	51.8	27.5
NCU02703	21.3	18.2	10.4	16.5	10.7	13.9
NCU02704	1.4	2	2.8	2.5	2	9.6
NCU02705	19.7	17.9	19.9	18.8	21.7	26.3
NCU02706	21.9	26.6	28.6	26.6	31.2	27.9
NCU02707	2315.1	2430.3	2452.9	2310.2	1856.1	2091.8
NCU02710	0.1	0.1	0.1	0.1	0	0
NCU02711	11.7	10.6	6	7	8.5	2.5
NCU02712	47.7	47.1	16.2	12.5	20.8	8.4
NCU02713	124.1	137.1	28.2	39.3	38.4	56.9
NCU02716	21.7	18	17.5	22	25.6	22.8
NCU02717	25.5	24.6	31.7	34	28.8	29.6
NCU02718	96.6	102.4	77.9	79.1	83	62.3
NCU02719	6.5	8.2	14.6	11.2	14.5	5.5
NCU02720	59	55.9	51.2	46.2	59.9	58.1
NCU02721	0	0.2	0	0	0	0
NCU02722	0.9	0.3	0.4	0.8	0	0.5
NCU02723	89	84.1	110.6	101.9	90.7	89
NCU02724	42.1	41.2	43.1	42.4	106.1	61.6
NCU02725	3.7	3.1	4.9	3.2	4.9	3
NCU02726	31.3	34.7	67.6	68.7	69.5	54.5
NCU02727	64	66.3	51.9	61.5	193.8	139.5
NCU02728	6.9	8.1	8.5	7.1	10.4	6.7
NCU02729	17.8	19.7	22.5	22.9	30.7	41.5
NCU02730	50.5	48.8	62.3	92.6	146.3	83.5
NCU02731	10	10.5	14.9	10.6	11.3	10.4
NCU02732	30.8	38.7	32.1	34.5	35.5	22.8
NCU02733	95.2	109.1	109.4	101.9	75.5	101.6
NCU02734	47.3	42.2	29	30.7	40.5	21.2
NCU02735	0	0.5	0.3	0.2	1.1	0
NCU02736	666.3	631.2	535.9	421.2	531.8	222.5
NCU02737	7.1	8.5	11.2	10.7	15.2	10.1
NCU02738	103.3	110	159.1	155	194	150.5
NCU02739	15.7	16.6	22.8	25.2	59.9	30.2
NCU02740	0.3	0	0.5	0.5	0	0
NCU02741	22.2	23.4	23.7	27.2	25.8	30.6
NCU02742	31.3	31	41.1	31.9	32.9	34.1
NCU02743	96.5	91.6	80.2	89	99	70.4
NCU02744	2721.9	2800.9	2683.7	2500.4	2463.2	2603.4
NCU02745	101.3	104	109.6	111.4	94.5	114
NCU02746	130.9	132.3	103.5	94.9	118.3	79.9
NCU02747	9.6	10.1	14.7	15.1	20.2	14.5
NCU02748	20.8	17.9	20.4	19.5	24.9	24.3
NCU02749	7.1	9.1	11.9	6.8	11	6.2
NCU02750	26.2	26.3	29.1	37.3	44.1	39.6
NCU02751	18.4	19	21.7	15.9	29.1	22.3
NCU02752	9.9	8.9	8.8	8.2	13.1	7.5
NCU02753	27.5	30	22.6	28.8	34.9	21.6
NCU02754	89.3	91.1	142	123.5	121.4	98.9
NCU02755	71.4	72.5	75.3	69.9	48.5	82.1
NCU02757	90.9	86.4	88.6	87.9	84.8	90.9
NCU02758	101.7	99.8	92.3	94.6	105.3	121.9
NCU02759	3.5	2.4	0.8	1.5	2.3	0.9
NCU02761	3.7	4.7	32	30	38.9	9.4
NCU02762	9.6	10.1	8.3	8.5	6.9	9.4
NCU02764	1.5	2.6	0.9	0.9	1.1	1.2
NCU02765	451.9	484.9	101	105.5	76.1	54.1
NCU02767	24	24.2	42.2	61.5	43.8	46.9
NCU02769	0	0	0	0.6	0	0.8
NCU02770	8.5	8.2	7.4	6.4	7.4	6.5
NCU02771	127.1	110	158.4	145.5	148.5	171.6
NCU02772	16.6	17.9	9.2	11.6	69.2	22.1
NCU02773	43.3	45.9	28.9	49.5	44.4	24.6
NCU02774	0	0	0	0	0	0.5
NCU02775	29.2	28.8	30.8	24.9	32.5	20.9
NCU02776	13.5	13.8	13.7	5.8	14.2	8.7
NCU02777	4.2	4.3	2.3	2.1	4.8	2.6
NCU02778	24.7	25	19.5	27.9	15.4	22.3
NCU02779	1.1	2.8	1.9	0.3	1.1	0.8
NCU02780	40.5	42.7	41.6	35.3	36.4	34.6
NCU02781	116.5	112.8	120.4	115.9	110.9	114.8
NCU02782	0.1	0.2	0	0.1	0.5	0.1
NCU02783	4.3	3.6	7.5	7.2	4.7	3.5
NCU02784	96.1	102.8	95.2	93.3	69.9	69.2
NCU02785	255.8	274.2	210.4	281.5	623.7	391.4
NCU02786	159.3	174	191.4	191	167.7	109.4
NCU02787	3.1	1.9	2.2	1.8	2.1	1.4
NCU02788	34.2	34.6	20.2	24.6	43.1	26.4
NCU02789	6.3	6.2	7.1	6.9	7.2	6.3
NCU02790	3.3	2.3	3	3.7	0.7	1.2
NCU02791	2.7	1.9	4.5	2.8	4.8	2.6
NCU02793	5.7	6.4	5.3	5.8	6.2	4.3
NCU02794	31.2	29	77.8	59.6	83.7	46.7
NCU02795	11.9	14.2	15.9	17	23.5	23.1
NCU02796	9.6	9.5	11.2	7.8	17	10.8
NCU02797	1057.7	1060.5	994.3	957.8	770.4	725.6
NCU02798	120.6	121	65.5	369.2	52.9	207.4
NCU02799	0.4	0	0	0	0.4	0
NCU02800	43.6	39	46.2	54.4	54.8	48.1
NCU02801	45.9	46.2	40.7	54	61.5	51
NCU02802	10.7	13.3	11.3	16.4	24.6	25.4
NCU02803	14.8	17.1	17.1	16.8	32.9	17.4
NCU02804	45.6	54.7	58.6	56.9	45	71.1
NCU02805	5	3.1	4.9	1.4	7.4	6.7
NCU02806	2066.3	2183.1	2884.6	2807.1	2748.3	2822
NCU02807	1371.5	1213.4	836.8	800.6	920.5	1128.6
NCU02808	57.5	62.2	71.5	65.4	84.2	72.4
NCU02809	29.1	30.8	26.8	31.3	29.5	26.4
NCU02810	261.1	279.8	287.9	272.6	434.2	336.8
NCU02811	137.5	138	292.2	325.4	207.7	271.8
NCU02812	71.6	68.2	95.3	105.9	75.8	83.5
NCU02813	306.1	278.2	334.3	292.2	413	389.7
NCU02814	56.3	55	49.9	44.7	85	48.4
NCU02815	89.4	92.4	120.8	126.3	142.6	110.6
NCU02817	0	0.2	0	0	0.4	0
NCU02818	0.4	0	0	0.4	0	0.9
NCU02819	20.7	24.9	21	18.9	26	16.6
NCU02826	11.1	9	8.9	8	5.6	8.5
NCU02828	16.2	17.7	17.2	18.2	24.2	17.6
NCU02829	178.5	196.4	316.7	306.6	293.3	284
NCU02830	27.8	25.6	29.6	25.5	34.4	26.4
NCU02833	18.5	18.8	27.8	26.3	37.1	31
NCU02834	31.3	27.9	22.3	22.4	21.5	26.9
NCU02837	128.2	130.3	147.8	138.5	204.9	164.6
NCU02838	13.8	17.2	19.5	17.4	24.1	13.8
NCU02839	148.7	156.2	162	145.1	176.1	161.9
NCU02840	131.7	137.2	160.8	154.1	170	130
NCU02842	16.5	15.6	14.8	22	11.4	20.3
NCU02843	0	0.2	0.6	0	0	0
NCU02846	10	7.7	7.2	6	10.7	3.8
NCU02847	0.3	0.3	2.7	0.5	0.8	2
NCU02849	0.8	0.7	2.9	3.3	2.9	2.4
NCU02850	0.7	0.4	1.1	0.4	0.7	0.2
NCU02852	0.4	0.1	0	0.2	0	0
NCU02853	8.4	7.9	4	3.9	7.4	3.7
NCU02854	0	0	0	0	0	0
NCU02855	0	0.8	0.4	1.1	0.4	0
NCU02856	0.5	0.3	0	0.2	0	0
NCU02857	0.6	0.5	0	0	0.4	0.3
NCU02858	0.7	0.7	0.1	0.3	0.9	0.1
NCU02860	0	0	0	0	0	0
NCU02861	0	0	0.3	0	0	0
NCU02862	0	0	0	0	0	0
NCU02864	0	0.1	0	0.3	0.3	0
NCU02865	0.5	0.2	0.2	0.2	0.5	0
NCU02866	0	0.1	0	0	0	0
NCU02867	0	0.2	0	0	0	0
NCU02868	0.4	0.2	0.2	0.1	0	0.1
NCU02869	0.4	0.1	0	0	0.3	0.2
NCU02870	0.4	0.1	0.3	0	0.4	0
NCU02872	0.3	0.2	0	0.1	0	0.5
NCU02873	0.1	0.1	0.1	0	0	0.4
NCU02875	14.5	15.1	18.1	19.3	21.6	13.3
NCU02876	0	0	1.1	0	0	0
NCU02877	5.5	4.9	3.3	4.3	3.1	2.9
NCU02878	0.2	0.1	0	0	0.2	0
NCU02879	3.3	2.9	3.5	4	3.1	3.1
NCU02880	1.1	0.4	3.9	7	2.1	25.8
NCU02882	6.1	8.2	2.6	2.1	1.2	0
NCU02883	5.9	6.5	3.8	5.7	2	5.8
NCU02884	1.3	0.8	1.9	2.2	0	0
NCU02885	62.4	54.4	23.9	25.8	39.1	41.5
NCU02886	100.7	111.7	82.8	80.3	103.2	123
NCU02887	116.6	120.3	57.1	51.1	80.7	25.2
NCU02888	40.5	47.6	61.8	79.2	105.9	212
NCU02889	0.3	0.2	0	0	0	0.2
NCU02890	25.4	21.3	12	8.4	10.2	4.3
NCU02894	29	27.6	24.1	20.7	19	18.2
NCU02895	61.4	52.4	38	32.9	162.5	27.1
NCU02896	27.1	21.4	23.2	22.3	45.8	27.2
NCU02897	0.2	0.2	0.1	0.1	0.2	0.1
NCU02898	2.7	2.6	4.7	4.1	5.4	4
NCU02899	67	69.8	79.9	92.7	93	102.2
NCU02900	0	0.3	0	0	0	0
NCU02901	24.4	23.5	43.4	41.4	37.1	42.5
NCU02902	0.7	0.1	0	0.4	0	0.3
NCU02903	9	9.8	4.8	3.9	3.9	4
NCU02904	118	127.6	33.1	36.8	31	76.7
NCU02905	1789.6	1761.6	2367.2	1908.6	1367.7	1683
NCU02906	5.3	6	1.9	1.6	2.4	0.5
NCU02908	0	0	0	0	0	0
NCU02909	1.5	1.7	0.8	1.9	0	1.3
NCU02910	1.9	0.6	2.4	1.9	1.9	0.8
NCU02913	1.7	1.9	0.8	0.7	1.1	0
NCU02914	0	0.3	0.1	0	0.1	0
NCU02915	6.5	6.4	5.7	4.7	9.7	5.5
NCU02916	1.3	1.2	0	0.2	0	0.6
NCU02917	0.8	1.3	1.8	1	2.3	3.4
NCU02918	0.2	0.4	0.1	0.1	0.2	0.1
NCU02919	0.5	0	0.4	0	0.9	0.5
NCU02920	0	0.3	0	0	0	0
NCU02921	0.5	0.3	0	0.4	0.5	0.5
NCU02922	1	0.5	0.3	0.3	1.6	0.7
NCU02923	0.7	0.7	0.7	0	0	0.4
NCU02924	0.3	0.3	0	0	0	0.6
NCU02925	0.2	0.2	0	0	0.2	0.5
NCU02926	0.8	0.2	0.3	0.2	0.7	0.4
NCU02927	0.2	0.1	0	0.2	0	0
NCU02928	0.2	0.1	0.1	0.1	0.1	0.1
NCU02929	0.3	0.5	0.7	0.8	0.6	1
NCU02930	2.6	1.2	1	1.2	0.8	0
NCU02931	2.8	2.5	1.8	2.6	5.7	3.2
NCU02932	15.6	20.6	23.2	28.5	32.2	10.2
NCU02934	6	6.1	6.2	4.4	6	5
NCU02935	26.5	25.1	26.3	19.8	35.3	23.9
NCU02936	14.8	16.2	41.7	35.8	21.4	61.9
NCU02937	22.5	19.4	17.1	12.8	8.3	7.1
NCU02938	39.3	34.2	33.8	20.8	15.5	20.8
NCU02939	0.6	0	0	0.5	0.5	0.6
NCU02940	10.4	12.9	9.8	10.8	8.8	11.4
NCU02941	4.1	5.6	7	7.7	5.6	3.5
NCU02942	14.6	14.1	14	13.3	22.4	10.4
NCU02943	58.7	53.5	63.6	68.3	53.5	91.4
NCU02944	0	0.5	0.5	0.2	0.4	0
NCU02945	21.6	22	16.3	16.1	13.1	19.3
NCU02946	7.6	6	6.4	6.8	5.5	6.2
NCU02947	0	0.3	0	0.3	0	0
NCU02948	295.2	251.2	677.6	760.1	770.5	1597.4
NCU02949	5.2	5.6	5.5	4.1	7.8	4.7
NCU02950	42	40	90.3	80.9	114.5	76.5
NCU02951	38.3	33.9	63.3	58	33.6	42.4
NCU02952	27.4	30.2	50	54.8	75.7	61.3
NCU02953	0	0.3	0	0	0	0
NCU02954	258.1	260	257.5	238.4	171.2	196.8
NCU02955	52.2	46.6	54.6	44.9	40.2	60.1
NCU02956	46.1	50.4	63.4	84.3	76.6	110.4
NCU02957	42	39.6	60.7	60.2	75.1	80.2
NCU02959	6.3	2.9	2.1	2.7	3.1	2.9
NCU02960	69	67.1	99.7	103.7	106.7	108.4
NCU02961	22.2	18.4	14.7	16.6	23.9	18.6
NCU02962	15.7	17.2	15.7	16.6	19.3	12.7
NCU02963	88	84.9	90.5	84.4	106.6	69.5
NCU02964	0.2	0.2	0.2	0	0	0
NCU02965	3.9	4.5	5.7	5.9	5.7	4.1
NCU02966	24.1	29.7	25.9	27	30.3	30.2
NCU02967	49	42.4	40.8	49.4	23.5	24.3
NCU02968	11.1	10.6	10.8	13.6	15.9	12.6
NCU02969	9.2	11.8	10.6	9.6	4.3	11.8
NCU02970	81.7	84.1	114.7	99.7	80.5	64.6
NCU02972	113.5	116.2	128.8	165.5	183.4	138.9
NCU02973	6.2	5	3.7	2.3	2.6	2.6
NCU02974	7.6	11.8	7.7	7.3	7.6	6.9
NCU02975	7	7.7	2.6	2.4	1	0.9
NCU02976	1.6	1.6	0.5	0.5	0.5	0.5
NCU02977	51.8	48.4	56.5	62.9	41.3	48.7
NCU02978	23.8	25.5	39.5	36.4	41.6	37.3
NCU02979	56.2	58.5	66	64.5	167.5	81.9
NCU02980	20.8	21.5	16.4	16.8	9.8	18.5
NCU02982	124.4	143.4	121.2	116.2	138.9	108.1
NCU02983	11.3	11.3	12.5	10.6	15.1	11.3
NCU02984	103.2	90.4	93.8	100	124.9	64.2
NCU02988	10.4	9.5	61.9	48.6	72.3	42.6
NCU02989	5.7	7.3	4.2	5.4	4.9	2.6
NCU02990	0.2	0.4	0	0	0	0
NCU02991	0.7	1.4	3.1	2.4	2.4	2.6
NCU02994	10.3	9.2	10.6	8.2	10.2	4
NCU02995	0.9	0.2	0	0	0	0
NCU02996	6.5	7.2	7.8	8.4	4.5	6
NCU02997	9	6.6	9	11.2	6.2	4.8
NCU02998	123.3	121.1	104.7	92.1	166.6	95.8
