# ribosum_H99.txt
# Summary of ribosome profiling data, C. neoformans serotype A H99
# Mean of 4 quasi-replicates (2x WT H99 and 1x AGO1 deletion, 1x GWO1 deletion)
# Reads were aligned with hisat2 to transcriptome
# Then quantified only for 5' ends mapping to annotated ORFs.
# Note this excludes UTRs and excludes initiating ribosomes.
#
# Gene: H99 systematic gene name
# RNA: RNA abundance in mean TPM
# RPF: Ribosome occupancy, Ribosome protected fragments in mean TPM
# TE: Translation Efficiency, RPF / RNA
#
# Edward Wallace, June 2018
Gene	RNA	RPF	TE
CNAG_04740	11.893	6.132	0.516
CNAG_04741	27.056	10.74	0.397
CNAG_04742	16.98	25.389	1.495
CNAG_04743	83.447	98.782	1.184
CNAG_04744	30.411	25.576	0.841
CNAG_04745	28.793	10.813	0.376
CNAG_04746	47.072	26.011	0.553
CNAG_04747	18.076	4.23	0.234
CNAG_04748	27.428	12.805	0.467
CNAG_04749	134.159	100.994	0.753
CNAG_04750	12.023	6.539	0.544
CNAG_04751	29.999	9.504	0.317
CNAG_04752	40.292	27.332	0.678
CNAG_04753	9.379	3.347	0.357
CNAG_04755	13.059	6.946	0.532
CNAG_04756	2.671	1.93	0.722
CNAG_04757	40.961	31.953	0.78
CNAG_04758	14.002	2.794	0.2
CNAG_04759	0.033	0.055	1.654
CNAG_04760	60.913	37.975	0.623
CNAG_04761	27.187	13.86	0.51
CNAG_04762	1276.853	3501.657	2.742
CNAG_04763	27.571	24.024	0.871
CNAG_04764	29.168	28.711	0.984
CNAG_04765	67.436	103.851	1.54
CNAG_04766	0.452	0.122	0.269
CNAG_04767	17.904	16.299	0.91
CNAG_04768	15.937	10.627	0.667
CNAG_04769	10.665	8.664	0.812
CNAG_04770	108.589	100.358	0.924
CNAG_04771	109.64	79.765	0.728
CNAG_04772	50.227	52.847	1.052
CNAG_04773	0.664	0.273	0.411
CNAG_04774	7.706	6.609	0.858
CNAG_04775	44.154	15.932	0.361
CNAG_04776	105.972	270.195	2.55
CNAG_04777	49.585	25.372	0.512
CNAG_04781	0.064	0.107	1.684
CNAG_04782	19.531	6.05	0.31
CNAG_04783	54.034	13.398	0.248
CNAG_04784	0.955	0.146	0.153
CNAG_04785	158.933	139.177	0.876
CNAG_04786	29.332	22.007	0.75
CNAG_04787	8.512	3.712	0.436
CNAG_04788	8.955	8.101	0.905
CNAG_04789	22.666	24.692	1.089
CNAG_04790	31.24	31.53	1.009
CNAG_04791	102.321	41.548	0.406
CNAG_04792	14.713	17.687	1.202
CNAG_04793	0.172	0.073	0.426
CNAG_04794	28.782	20.779	0.722
CNAG_04795	19.152	11.054	0.577
CNAG_04796	33.678	65.167	1.935
CNAG_04797	133.842	142.398	1.064
CNAG_04798	91.759	217.534	2.371
CNAG_04799	6737.01	4962.535	0.737
CNAG_04800	207.225	213.004	1.028
CNAG_04801	85.359	29.833	0.349
CNAG_04802	63.351	48.807	0.77
CNAG_04803	37.308	107.798	2.889
CNAG_04804	11.575	12.14	1.049
CNAG_04805	66.563	58.724	0.882
CNAG_04806	128.607	113.517	0.883
CNAG_04807	7.613	9.959	1.308
CNAG_04808	50.01	59.169	1.183
CNAG_04809	81.407	43.439	0.534
CNAG_04810	116.819	43.836	0.375
CNAG_04813	103.337	74.649	0.722
CNAG_04814	23.558	40.011	1.698
CNAG_04815	9.14	5.13	0.561
CNAG_04816	24.346	17.619	0.724
CNAG_04817	145.998	129.954	0.89
CNAG_04818	3.399	0.151	0.044
CNAG_04819	10.371	4.323	0.417
CNAG_04820	146.784	122.27	0.833
CNAG_04821	22.567	23.86	1.057
CNAG_04822	37.669	53.331	1.416
CNAG_04823	61.405	144.748	2.357
CNAG_04824	57.024	26.289	0.461
CNAG_04825	19.758	29.909	1.514
CNAG_04826	12.08	4.065	0.337
CNAG_04827	51.436	29.121	0.566
CNAG_04828	427.752	662.453	1.549
CNAG_04829	15.824	12.206	0.771
CNAG_04830	244.54	401.637	1.642
CNAG_04831	2.442	0.398	0.163
CNAG_04832	9.092	6.227	0.685
CNAG_04833	11.065	5.837	0.527
CNAG_04834	3.61	0.259	0.072
CNAG_04835	2.438	3.88	1.592
CNAG_04836	5.574	1.305	0.234
CNAG_04837	0.152	0.211	1.386
CNAG_04838	41.847	25.638	0.613
CNAG_04839	50.512	57.132	1.131
CNAG_04840	267.681	418.415	1.563
CNAG_04841	9.687	4.619	0.477
CNAG_04842	21.006	19.26	0.917
CNAG_04843	16.402	6.924	0.422
CNAG_04844	602.855	420.961	0.698
CNAG_04845	47.448	36.865	0.777
CNAG_04846	18.372	4.963	0.27
CNAG_04847	17.012	19.519	1.147
CNAG_04848	200.502	321.058	1.601
CNAG_04849	31.012	8.623	0.278
CNAG_04850	2.337	0.198	0.084
CNAG_04851	179.055	320.669	1.791
CNAG_04852	31.498	25.75	0.818
CNAG_04853	40.198	25.732	0.64
CNAG_04855	30.362	2.669	0.088
CNAG_04857	57.366	69.692	1.215
CNAG_04858	36.394	33.137	0.911
CNAG_04859	35.655	25.098	0.704
CNAG_04860	14.405	8.044	0.558
CNAG_04861	37.438	46.93	1.254
CNAG_04862	2.884	6.217	2.156
CNAG_04863	27.456	17.356	0.632
CNAG_04864	19.992	29.884	1.495
CNAG_04865	0.613	0.291	0.475
CNAG_04866	16.918	10.645	0.629
CNAG_04867	5.209	3.148	0.604
CNAG_04868	18.602	9.696	0.521
CNAG_04869	2.403	0.467	0.194
CNAG_04870	0.299	0.168	0.56
CNAG_04871	31.232	5.913	0.189
CNAG_04872	46.91	115.153	2.455
CNAG_04873	1.381	0.284	0.206
CNAG_04874	5.775	0.402	0.07
CNAG_04875	10.864	15.887	1.462
CNAG_04876	48.258	47.395	0.982
CNAG_04877	0.631	0.368	0.583
CNAG_04878	16.659	4.02	0.241
CNAG_04879	14.218	25.496	1.793
CNAG_04880	24.521	7.065	0.288
CNAG_04882	41.433	13.403	0.323
CNAG_04883	4269.883	5872.383	1.375
CNAG_04884	8841.347	5324.389	0.602
CNAG_04886	17.517	1.413	0.081
CNAG_04887	16.819	4.579	0.272
CNAG_04888	2.856	3.928	1.375
CNAG_04889	7.161	4.439	0.62
CNAG_04890	0.193	0.33	1.712
CNAG_04891	1.51	0.271	0.179
CNAG_04892	12.09	2.635	0.218
CNAG_04893	17.797	5.919	0.333
CNAG_04894	1.671	0.261	0.156
CNAG_04895	9.08	9.423	1.038
CNAG_04896	86.258	32.099	0.372
CNAG_04897	32.501	8.199	0.252
CNAG_04898	1.396	0.071	0.051
CNAG_04899	75.863	38.959	0.514
CNAG_04900	44.35	37.977	0.856
CNAG_04901	34.712	23.342	0.672
CNAG_04902	22.72	9.55	0.42
CNAG_04903	13.221	14.024	1.061
CNAG_04904	79.299	202.2	2.55
CNAG_04905	41.935	25.306	0.603
CNAG_04906	80.686	143.901	1.783
CNAG_04907	0.893	0.308	0.345
CNAG_04908	5.065	7.057	1.393
CNAG_04909	7.996	3.914	0.49
CNAG_04911	0.558	0.162	0.29
CNAG_04913	77.369	64.903	0.839
CNAG_04914	549.903	596.353	1.084
CNAG_04915	0.124	0.032	0.259
CNAG_04916	0.655	0.19	0.29
CNAG_04919	10.144	4.056	0.4
CNAG_04920	19.697	5.039	0.256
CNAG_04925	39.739	9.791	0.246
CNAG_04926	1.36	0.682	0.502
CNAG_04927	0.36	0.257	0.714
CNAG_04931	0.017	0.4	23.343
CNAG_04932	9.367	4.531	0.484
CNAG_04934	69.276	59.482	0.859
CNAG_04935	46.691	36.945	0.791
CNAG_04936	29.212	15.851	0.543
CNAG_04937	9.191	3.604	0.392
CNAG_04938	27.013	23.244	0.86
CNAG_04939	19.749	11.82	0.599
CNAG_04943	6.291	3.355	0.533
CNAG_04944	23.028	15.74	0.684
CNAG_04945	4.5	0.081	0.018
CNAG_04946	1.92	0.74	0.385
CNAG_04947	0.136	0.119	0.87
CNAG_04948	108.767	151.044	1.389
CNAG_04949	30.225	18.293	0.605
CNAG_04950	226.145	188.981	0.836
CNAG_04951	294.835	364.71	1.237
CNAG_04952	138.958	71.641	0.516
CNAG_04953	296.343	324.023	1.093
CNAG_04954	25.204	67.059	2.661
CNAG_04955	29.568	31.869	1.078
CNAG_04956	5.974	0.391	0.065
CNAG_04957	55.531	78.894	1.421
CNAG_04958	34.63	44.847	1.295
CNAG_04959	37.675	18.826	0.5
CNAG_04960	1.872	0.202	0.108
CNAG_04961	85.056	111.062	1.306
CNAG_04962	42.171	65.086	1.543
CNAG_04963	70.137	38.195	0.545
CNAG_04967	3.156	0.111	0.035
CNAG_04968	19.579	12.198	0.623
CNAG_04969	204.08	605.405	2.967
CNAG_04970	19.408	6.681	0.344
CNAG_04973	19.997	38.174	1.909
CNAG_04974	6.829	1.621	0.237
CNAG_04975	0.367	0.082	0.223
CNAG_04976	300.172	660.258	2.2
CNAG_04977	77.955	102.296	1.312
CNAG_04978	3.644	1.657	0.455
CNAG_04979	10.08	0.329	0.033
CNAG_04980	132.709	130.207	0.981
CNAG_04981	76.999	98.585	1.28
CNAG_04983	57.83	24.647	0.426
CNAG_04984	62.766	82.407	1.313
CNAG_04985	804.09	1233.624	1.534
CNAG_04986	130.463	140.493	1.077
CNAG_04987	4.046	2.207	0.546
CNAG_04988	2.096	1.433	0.684
CNAG_04989	39.5	45.811	1.16
CNAG_04990	54.452	105.148	1.931
CNAG_04991	24.773	13.604	0.549
CNAG_04992	10.166	12.067	1.187
CNAG_04993	0.146	0.097	0.666
CNAG_04994	159.63	122.436	0.767
CNAG_04997	33.943	19.06	0.562
CNAG_04999	12.805	9.777	0.763
CNAG_05000	14.784	6.09	0.412
CNAG_05001	77.147	128.579	1.667
CNAG_05002	0.212	0.16	0.757
CNAG_05003	21.609	9.091	0.421
CNAG_05004	20.377	12.68	0.622
CNAG_05005	4.16	3.739	0.899
CNAG_05006	17.87	6.566	0.367
CNAG_05007	43.772	59.138	1.351
CNAG_05008	41.266	22.75	0.551
CNAG_05009	27.074	42.396	1.566
CNAG_05010	0.02	0.053	2.679
CNAG_05011	81.259	102.577	1.262
CNAG_05012	7.03	0.131	0.019
CNAG_05013	169.891	226.68	1.334
CNAG_05015	0.75	0.138	0.184
CNAG_05016	0.522	0.203	0.388
CNAG_05017	4.257	0.299	0.07
CNAG_05018	2.252	0.348	0.155
CNAG_05019	6.477	3.13	0.483
CNAG_05020	8.214	2.758	0.336
CNAG_05021	0.254	0.314	1.237
CNAG_05022	2.199	0.95	0.432
CNAG_05023	63.949	98.699	1.543
CNAG_05024	16.84	1.935	0.115
CNAG_05025	14.749	0.171	0.012
CNAG_05026	49.991	13.006	0.26
CNAG_05027	19.201	9.292	0.484
CNAG_05028	138.505	215.425	1.555
CNAG_05029	20.893	14.238	0.681
CNAG_05030	29.307	60.559	2.066
CNAG_05031	75.475	89.443	1.185
CNAG_05032	1.82	0.63	0.346
CNAG_05033	26.812	17.859	0.666
CNAG_05034	25.39	11.912	0.469
CNAG_05035	45.485	22.596	0.497
CNAG_05036	76.347	43.277	0.567
CNAG_05037	0.343	0.356	1.036
CNAG_05038	15.695	20.557	1.31
CNAG_05039	9.258	9.679	1.045
CNAG_05040	0	0.034	Inf
CNAG_05041	398.976	580.463	1.455
CNAG_05042	9.688	8.115	0.838
CNAG_05043	21.526	19.436	0.903
CNAG_05044	21.752	3.639	0.167
CNAG_05045	40.37	32.53	0.806
CNAG_05046	0.574	0.108	0.189
CNAG_05049	12.7	7.31	0.576
CNAG_05050	85.206	109.397	1.284
CNAG_05053	18.062	9.958	0.551
CNAG_05055	41.933	42.087	1.004
CNAG_05056	8.595	2.747	0.32
CNAG_05057	12.146	0.553	0.046
CNAG_05058	36.943	7.366	0.199
CNAG_05059	297.95	591.287	1.985
CNAG_05060	25.98	27.162	1.045
CNAG_05061	0.189	0.279	1.471
CNAG_05062	16.333	18.901	1.157
CNAG_05063	15.665	14.169	0.905
CNAG_05064	0.325	0.269	0.827
CNAG_05065	0.487	0.166	0.342
CNAG_05066	2.512	1.478	0.588
CNAG_05067	0.939	0.119	0.126
CNAG_05068	516.527	537.92	1.041
CNAG_05069	922.619	1582.236	1.715
CNAG_05070	56.969	208.899	3.667
CNAG_05071	3.175	1.917	0.604
CNAG_05072	1.248	0.262	0.21
CNAG_05074	13.687	11.049	0.807
CNAG_05075	0.311	0.286	0.918
CNAG_05076	68.231	24.274	0.356
CNAG_05077	33.506	37.659	1.124
CNAG_05078	34.738	9.213	0.265
CNAG_05079	0.733	0.282	0.384
CNAG_05080	33.517	8.553	0.255
CNAG_05081	19.23	5.922	0.308
CNAG_05082	28.049	32.883	1.172
CNAG_05083	19.177	11.995	0.625
CNAG_05084	39.178	53.421	1.364
CNAG_05085	53.93	87.752	1.627
CNAG_05086	90.864	75.315	0.829
CNAG_05087	0.995	0.105	0.106
CNAG_05089	0.276	0.084	0.305
CNAG_05090	88.268	63.785	0.723
CNAG_05091	172.53	178.788	1.036
CNAG_05092	0.043	0.088	2.026
CNAG_05093	0.413	0.042	0.102
CNAG_05095	46.845	29.791	0.636
CNAG_05096	22.832	5.108	0.224
CNAG_05097	41.888	39.3	0.938
CNAG_05098	40.157	56.724	1.413
CNAG_05099	0.239	0.24	1.005
CNAG_05100	61.647	99.278	1.61
CNAG_05101	71.551	51.439	0.719
CNAG_05102	9.871	10.112	1.024
CNAG_05103	61.023	29.725	0.487
CNAG_05104	0.446	0.104	0.233
CNAG_05105	158.52	273.706	1.727
CNAG_05106	10.023	7.628	0.761
CNAG_05107	317.449	182.288	0.574
CNAG_05109	79.495	115.933	1.458
CNAG_05110	206.179	243.516	1.181
CNAG_05111	183.374	245.72	1.34
CNAG_05112	29.943	8.422	0.281
CNAG_05113	36.912	24.756	0.671
CNAG_05114	0.435	0.545	1.253
CNAG_05115	131.378	148.554	1.131
CNAG_05116	6.246	1.907	0.305
CNAG_05117	96.596	71.436	0.74
CNAG_05118	108.336	46.706	0.431
CNAG_05119	1.917	0.492	0.257
CNAG_05120	105.899	79.522	0.751
CNAG_05121	53.184	11.668	0.219
CNAG_05122	80.078	50.216	0.627
CNAG_05123	31.237	10.303	0.33
CNAG_05124	28.503	33.869	1.188
CNAG_05125	55.628	129.853	2.334
CNAG_05129	0.83	0.149	0.179
CNAG_05130	73.871	16.467	0.223
CNAG_05131	322.292	453.074	1.406
CNAG_05132	718.266	1398.144	1.947
CNAG_05134	151.331	185.03	1.223
CNAG_05135	15.477	9.073	0.586
CNAG_05136	51.485	49.663	0.965
CNAG_05137	72.268	106.766	1.477
CNAG_05138	43.571	49.335	1.132
CNAG_05139	22.335	23.701	1.061
CNAG_05140	55.101	83.496	1.515
CNAG_05141	29.268	4.975	0.17
CNAG_05142	34.035	12.116	0.356
CNAG_05144	182.215	436.33	2.395
CNAG_05145	8.604	1.957	0.227
CNAG_05146	124.863	127.426	1.021
CNAG_05147	2.044	0.094	0.046
CNAG_05148	47.584	32.656	0.686
CNAG_05149	32.282	30.125	0.933
CNAG_05150	61.411	27.176	0.443
CNAG_05151	87.724	61.118	0.697
CNAG_05152	23.75	11.22	0.472
CNAG_05153	13.751	11.877	0.864
CNAG_05154	195.844	129.127	0.659
CNAG_05155	11.919	13.146	1.103
CNAG_05156	30.645	45.338	1.479
CNAG_05157	18.947	8.888	0.469
CNAG_05158	12.046	6.238	0.518
CNAG_05159	8.979	3.365	0.375
CNAG_05160	1.061	0.123	0.116
CNAG_05161	2.336	0.84	0.359
CNAG_05162	189.792	199.623	1.052
CNAG_05163	32.358	16.16	0.499
CNAG_05164	64.955	100.232	1.543
CNAG_05165	32.904	19.111	0.581
CNAG_05166	31.42	8.746	0.278
CNAG_05167	259.328	184.473	0.711
CNAG_05168	0.605	0.139	0.23
CNAG_05169	12.832	8.382	0.653
CNAG_05170	6.691	2.42	0.362
CNAG_05171	105.004	77.648	0.739
CNAG_05172	23.34	38.953	1.669
CNAG_05173	18.338	11.599	0.633
CNAG_05176	24.332	29.121	1.197
CNAG_05177	18.278	3.717	0.203
CNAG_05178	6.499	3.361	0.517
CNAG_05179	445.677	604.448	1.356
CNAG_05180	4.288	0.366	0.085
CNAG_05181	9.252	9.125	0.986
CNAG_05182	6.312	2.23	0.353
CNAG_05183	13.613	6.559	0.482
CNAG_05184	0.443	0.138	0.312
CNAG_05185	21.478	0.312	0.015
CNAG_05186	17.448	12.733	0.73
CNAG_05187	29.538	6.618	0.224
CNAG_05188	2.038	0.147	0.072
CNAG_05189	27.3	14.676	0.538
CNAG_05190	26.824	7.808	0.291
CNAG_05191	7.948	2.617	0.329
CNAG_05192	3.204	0.795	0.248
CNAG_05193	29.88	22.354	0.748
CNAG_05194	42.438	77.314	1.822
CNAG_05195	26.821	36.094	1.346
CNAG_05196	150.605	125.394	0.833
CNAG_05197	680.281	654.398	0.962
CNAG_05198	40.877	23.07	0.564
CNAG_05199	969.748	1232.068	1.271
CNAG_05200	29.46	21.533	0.731
CNAG_05201	3.662	0.326	0.089
CNAG_05202	133.909	50.372	0.376
CNAG_05212	3.035	0.935	0.308
CNAG_05215	38.006	52.413	1.379
CNAG_05216	25.31	19.179	0.758
CNAG_05217	27.573	22.963	0.833
CNAG_05218	57.082	111.484	1.953
CNAG_05219	100.043	66.91	0.669
CNAG_05220	1.346	0.123	0.091
CNAG_05221	250.414	217.059	0.867
CNAG_05222	35.862	45.969	1.282
CNAG_05223	41.091	32.326	0.787
CNAG_05224	13.404	6.836	0.51
CNAG_05225	207.003	208.997	1.01
CNAG_05226	92.893	91.336	0.983
CNAG_05227	39.893	6.188	0.155
CNAG_05228	132.564	66.696	0.503
CNAG_05229	15.142	24.137	1.594
CNAG_05230	23.645	9.294	0.393
CNAG_05231	35.921	20.307	0.565
CNAG_05232	6396.498	4583.736	0.717
CNAG_05233	16.616	14.422	0.868
CNAG_05234	125.688	38.227	0.304
CNAG_05235	1194.069	2705.175	2.266
CNAG_05236	42.472	56.912	1.34
CNAG_05237	33.059	9.02	0.273
CNAG_05238	1.7	0.825	0.486
CNAG_05239	63.944	70.949	1.11
CNAG_05240	95.936	54.13	0.564
CNAG_05241	358.522	315.222	0.879
CNAG_05242	38.701	11.341	0.293
CNAG_05243	12.483	11.876	0.951
CNAG_05244	1.716	0.143	0.083
CNAG_05245	11.366	0.074	0.007
CNAG_05246	136.516	81.03	0.594
CNAG_05247	112.456	57.855	0.514
CNAG_05248	37.8	70.584	1.867
CNAG_05250	12.589	37.188	2.954
CNAG_05251	0.629	0.732	1.163
CNAG_05252	54.085	29.922	0.553
CNAG_05253	6.702	1.766	0.264
CNAG_05254	44.216	19.05	0.431
CNAG_05255	17.932	12.819	0.715
CNAG_05256	8.046	1.269	0.158
CNAG_05258	1.147	1.532	1.335
CNAG_05259	0.824	0.269	0.327
CNAG_05260	76.747	96.257	1.254
CNAG_05261	41.846	10.759	0.257
CNAG_05262	37.104	30.744	0.829
CNAG_05263	1.058	0.21	0.199
CNAG_05264	2.119	0.828	0.391
CNAG_05265	230.453	222.43	0.965
CNAG_05266	0.749	0.085	0.113
CNAG_05267	627.238	643.634	1.026
CNAG_05268	27.527	18.672	0.678
CNAG_05269	295.529	229.867	0.778
CNAG_05270	29.781	30.664	1.03
CNAG_05271	44.463	27.693	0.623
CNAG_05272	9.306	4.386	0.471
CNAG_05273	120.434	133.208	1.106
CNAG_05274	13.371	9.567	0.715
CNAG_05276	18.436	19.66	1.066
CNAG_05277	148.688	299.335	2.013
CNAG_05278	0	0.12	Inf
CNAG_05279	0.458	0.515	1.125
CNAG_05280	13.121	6.597	0.503
CNAG_05281	3.189	0.349	0.11
CNAG_05282	19.697	6.232	0.316
CNAG_05283	68.496	21.519	0.314
CNAG_05284	23.28	3.622	0.156
CNAG_05285	290.069	170.047	0.586
CNAG_05286	28.693	21.603	0.753
CNAG_05287	53.356	82.597	1.548
CNAG_05288	56.353	9.025	0.16
CNAG_05289	1.243	0.109	0.088
CNAG_05290	34.997	12.251	0.35
CNAG_05291	11.885	2.519	0.212
CNAG_05292	109.397	127.505	1.166
CNAG_05293	4.328	6.954	1.607
CNAG_05294	14.314	4.961	0.347
CNAG_05295	43.635	26.924	0.617
CNAG_05296	23.779	16.718	0.703
CNAG_05297	39.572	22.477	0.568
CNAG_05298	2.059	0.15	0.073
CNAG_05299	0.204	0.346	1.692
CNAG_05300	0.887	0.302	0.341
CNAG_05301	28.299	94.678	3.346
CNAG_05302	30.894	13.451	0.435
CNAG_05303	0.695	0.5	0.72
CNAG_05304	0.434	0.158	0.363
CNAG_05305	0.037	0.073	1.959
CNAG_05306	6.368	3.602	0.566
CNAG_05307	62.336	45.263	0.726
CNAG_05308	10.335	8.522	0.825
CNAG_05309	34.243	73.532	2.147
CNAG_05310	0.183	0.325	1.775
CNAG_05311	83.564	86.459	1.035
CNAG_05312	11.668	11.55	0.99
CNAG_05313	1.51	0.433	0.287
CNAG_05314	56.556	142.893	2.527
CNAG_05315	2.721	0.246	0.09
CNAG_05316	22.712	0.792	0.035
CNAG_05317	13.17	3.16	0.24
CNAG_05318	16.394	0.446	0.027
CNAG_05319	35.428	0.602	0.017
CNAG_05320	19.562	3.648	0.186
CNAG_05321	8.081	0.942	0.117
CNAG_05324	0.079	0.121	1.522
CNAG_05325	1.196	0.074	0.062
CNAG_05326	1.222	0.137	0.112
CNAG_05327	33.508	8.417	0.251
CNAG_05329	1.996	1.467	0.735
CNAG_05330	2.325	0.074	0.032
CNAG_05331	0.61	0.312	0.511
CNAG_05332	0.051	0.058	1.131
CNAG_05333	1.107	0.408	0.369
CNAG_05334	0.327	0.296	0.906
CNAG_05336	14.894	0.126	0.008
CNAG_05337	13.241	0.855	0.065
CNAG_05339	47.792	64.191	1.343
CNAG_05340	2.352	1.226	0.521
CNAG_05341	2.071	0.43	0.208
CNAG_05342	48.053	23.383	0.487
CNAG_05343	7.904	7.607	0.962
CNAG_05344	38.855	18.17	0.468
CNAG_05345	1.184	0.534	0.451
CNAG_05346	4.619	0.856	0.185
CNAG_05348	88.537	185.739	2.098
CNAG_05349	25.616	16.676	0.651
CNAG_05350	11.32	0.923	0.082
CNAG_05351	185.701	502.418	2.706
CNAG_05352	29.076	22.799	0.784
CNAG_05353	27.948	24.464	0.875
CNAG_05354	27.065	46.859	1.731
CNAG_05355	45.802	102.158	2.23
CNAG_05356	1.159	0.06	0.051
CNAG_05357	19.152	14.956	0.781
CNAG_05358	0.315	0.198	0.628
CNAG_05359	53	39.831	0.752
CNAG_05360	38.958	48.079	1.234
CNAG_05363	84.816	88.946	1.049
CNAG_05364	6.099	2.285	0.375
CNAG_05365	77.804	138.398	1.779
CNAG_05366	230.395	199.794	0.867
CNAG_05367	395.108	183.413	0.464
CNAG_05369	4.225	0.595	0.141
CNAG_05370	15.123	11.066	0.732
CNAG_05371	27.52	25.029	0.909
CNAG_05372	66.308	91.126	1.374
CNAG_05373	22.294	19.078	0.856
CNAG_05374	17.39	13.461	0.774
CNAG_05375	83.525	120.083	1.438
CNAG_05376	9.742	0.644	0.066
CNAG_05377	0.4	0.211	0.527
CNAG_05378	11.52	1.568	0.136
CNAG_05379	86.097	82.157	0.954
CNAG_05380	14.436	15.224	1.055
CNAG_05381	0.299	0.199	0.665
CNAG_05383	5.72	3.843	0.672
CNAG_05384	61.02	59.283	0.972
CNAG_05385	16.583	16.42	0.99
CNAG_05386	35.845	26.865	0.749
CNAG_05387	1.116	0.696	0.623
CNAG_05388	23.063	8.364	0.363
CNAG_05389	38.648	14.159	0.366
CNAG_05390	17.075	34.69	2.032
CNAG_05391	42.036	36.544	0.869
CNAG_05392	3.94	3.313	0.841
CNAG_05393	11.668	8.508	0.729
CNAG_05394	8.018	3.079	0.384
CNAG_05395	6.024	4.094	0.68
CNAG_05396	25.355	32.449	1.28
CNAG_05397	3.184	1.245	0.391
CNAG_05398	69.19	188.207	2.72
CNAG_05399	0.824	0.081	0.098
CNAG_05400	88.3	38.138	0.432
CNAG_05401	55.383	66.408	1.199
CNAG_05402	110.434	75.665	0.685
CNAG_05403	23.456	11.578	0.494
CNAG_05404	8.283	4.187	0.505
CNAG_05405	53.15	21.032	0.396
CNAG_05406	20.936	11.113	0.531
CNAG_05407	11.642	6.987	0.6
CNAG_05408	92.77	25.575	0.276
CNAG_05409	67.529	43.478	0.644
CNAG_05410	6.758	3.604	0.533
CNAG_05411	13.79	11.546	0.837
CNAG_05412	0.603	0.269	0.446
CNAG_05413	6.235	2.586	0.415
CNAG_05414	16.483	9.809	0.595
CNAG_05415	91.383	83.69	0.916
CNAG_05416	63.328	141.445	2.234
CNAG_05419	25.015	12.128	0.485
CNAG_05420	18.839	28.46	1.511
CNAG_05421	20.793	8.515	0.41
CNAG_05422	23.693	20.064	0.847
CNAG_05423	25.01	11.853	0.474
CNAG_05424	542.155	1132.021	2.088
CNAG_05425	315.397	486.238	1.542
CNAG_05426	9.608	0.507	0.053
CNAG_05427	0.058	0.081	1.382
CNAG_05428	22.765	26.666	1.171
CNAG_05429	18.682	7.692	0.412
CNAG_05430	23.347	3.475	0.149
CNAG_05431	19.695	17.932	0.91
CNAG_05432	0.954	0.369	0.387
CNAG_05434	521.834	663.953	1.272
CNAG_05435	17.995	19.796	1.1
CNAG_05436	16.855	0.136	0.008
CNAG_05437	1678.005	1904.645	1.135
CNAG_05438	35.314	32.736	0.927
CNAG_05439	11.143	5.219	0.468
CNAG_05440	45.728	39.749	0.869
CNAG_05441	10.567	6.035	0.571
CNAG_05442	96.068	101.532	1.057
CNAG_05444	25.044	5.587	0.223
CNAG_05445	25.647	13.855	0.54
CNAG_05446	34.789	14.52	0.417
CNAG_05447	20.052	11.109	0.554
CNAG_05449	180.996	126.354	0.698
CNAG_05450	6.336	1.746	0.275
CNAG_05451	31.295	14.419	0.461
CNAG_05452	16.959	18.768	1.107
CNAG_05453	19.601	8.035	0.41
CNAG_05454	6.054	1.891	0.312
CNAG_05455	899.419	805.495	0.896
CNAG_05456	32.236	9.017	0.28
CNAG_05457	29.771	29.547	0.992
CNAG_05458	8.254	2.629	0.319
CNAG_05459	42.742	55.377	1.296
CNAG_05460	17.6	13.242	0.752
CNAG_05461	0.918	0.543	0.591
CNAG_05462	614.825	416.521	0.677
CNAG_05463	35.48	58.547	1.65
CNAG_05464	132.284	130.509	0.987
CNAG_05465	2259.017	3187.903	1.411
CNAG_05466	0.394	0.138	0.349
CNAG_05467	0.26	0.193	0.741
CNAG_05468	29.091	32.671	1.123
CNAG_05469	31.129	8.736	0.281
CNAG_05471	3.705	0.197	0.053
CNAG_05472	0.919	0.151	0.164
CNAG_05473	88.981	81.39	0.915
CNAG_05475	237.367	203.038	0.855
CNAG_05476	17.098	16.173	0.946
CNAG_05477	33.61	24.018	0.715
CNAG_05478	86.096	75.46	0.876
CNAG_05479	5.27	3.556	0.675
CNAG_05480	112.207	184.447	1.644
CNAG_05482	23.246	4.403	0.189
CNAG_05483	148.683	167.736	1.128
CNAG_05484	14.536	14.873	1.023
CNAG_05485	60.128	50.328	0.837
CNAG_05486	39.43	32.898	0.834
CNAG_05487	2.243	0.123	0.055
CNAG_05496	158.537	263.411	1.662
CNAG_05497	485.509	247.635	0.51
CNAG_05498	14.61	17.787	1.217
CNAG_05499	159.833	74.33	0.465
CNAG_05500	16.625	1.197	0.072
CNAG_05501	2.566	0.269	0.105
CNAG_05502	23.132	18.118	0.783
CNAG_05503	4.869	4.62	0.949
CNAG_05504	91.106	75.35	0.827
CNAG_05505	36.546	23.577	0.645
CNAG_05507	166.446	156.599	0.941
CNAG_05508	4.724	3.458	0.732
CNAG_05509	446.128	297.324	0.666
CNAG_05510	61.329	42.231	0.689
CNAG_05511	32.881	25.187	0.766
CNAG_05512	46.115	24.96	0.541
CNAG_05513	52.349	58.888	1.125
CNAG_05514	0.35	0.199	0.569
CNAG_05515	12.782	7.108	0.556
CNAG_05516	23.409	10.134	0.433
